1590673359.822817815,-0.0125381,-0.0708609,1.3513
1590673359.849935494,-0.0134144,-0.0709135,1.35273
1590673359.884396479,-0.0145451,-0.0709476,1.35442
1590673359.927690666,-0.015983,-0.0709403,1.35636
1590673359.952094137,-0.0170225,-0.0708893,1.3577
1590673359.985823564,-0.01831,-0.0707876,1.35927
1590673360.026229724,-0.0199279,-0.0706452,1.36104
1590673360.053048437,-0.021317,-0.0704999,1.36244
1590673360.084654240,-0.0229087,-0.0703154,1.36395
1590673360.128409189,-0.0249714,-0.070017,1.36582
1590673360.152277807,-0.0264484,-0.0697641,1.36713
1590673360.186443535,-0.0284,-0.069372,1.36883
1590673360.220306242,-0.0302789,-0.0689547,1.37042
1590673360.253931604,-0.0322282,-0.0684947,1.37199
1590673360.289503481,-0.0343871,-0.0679612,1.37366
1590673360.322972629,-0.036459,-0.0674253,1.37518
1590673360.355200413,-0.0386034,-0.066848,1.37668
1590673360.388734908,-0.0409857,-0.0661684,1.37832
1590673360.422822290,-0.0432659,-0.0654881,1.37984
1590673360.454978164,-0.045615,-0.0647652,1.38136
1590673360.488784497,-0.0482268,-0.0639361,1.383
1590673360.520934192,-0.0507204,-0.0631281,1.38452
1590673360.554986056,-0.0532893,-0.0622802,1.38602
1590673360.587736380,-0.0561138,-0.061305,1.38764
1590673360.627550444,-0.0592058,-0.0601912,1.38937
1590673360.654775908,-0.061527,-0.0593354,1.39065
1590673360.688000964,-0.0645531,-0.0581973,1.39228
1590673360.720569003,-0.0674381,-0.0570947,1.3938
1590673360.754338569,-0.0703791,-0.0559473,1.39532
1590673360.788118045,-0.0735892,-0.0546576,1.39696
1590673360.821743728,-0.0766146,-0.0533964,1.39848
1590673360.853498185,-0.0796943,-0.0520911,1.40001
1590673360.888480418,-0.0828367,-0.0507367,1.40154
1590673360.928607166,-0.0867977,-0.048998,1.4034
1590673360.955731984,-0.0898234,-0.0476401,1.40479
1590673360.987547572,-0.0931545,-0.046115,1.40629
1590673361.021650755,-0.0965378,-0.0445379,1.4078
1590673361.054949032,-0.0999585,-0.0428989,1.40932
1590673361.088091554,-0.10341,-0.041203,1.41084
1590673361.121453307,-0.107161,-0.039307,1.41249
1590673361.155136518,-0.110693,-0.0374929,1.41404
1590673361.187137174,-0.114286,-0.0356296,1.41559
1590673361.223197673,-0.11792,-0.033708,1.41714
1590673361.255796734,-0.12186,-0.0315616,1.41882
1590673361.289414500,-0.125551,-0.0295086,1.42038
1590673361.322485383,-0.129272,-0.0273953,1.42194
1590673361.356206550,-0.133287,-0.0250754,1.42361
1590673361.389061710,-0.137356,-0.0226753,1.42527
1590673361.423887946,-0.141149,-0.0203798,1.42682
1590673361.456117165,-0.144976,-0.0180187,1.42837
1590673361.489554023,-0.148833,-0.0155875,1.42996
1590673361.523305006,-0.152707,-0.0130823,1.43155
1590673361.555948094,-0.156896,-0.0103003,1.43327
1590673361.589262495,-0.160819,-0.00764798,1.43486
1590673361.622404968,-0.164774,-0.00492882,1.43645
1590673361.655653548,-0.169061,-0.00192895,1.43815
1590673361.688966651,-0.173056,0.000936072,1.43976
1590673361.722137787,-0.177068,0.0038733,1.44138
1590673361.756673794,-0.181411,0.0071127,1.44314
1590673361.790490128,-0.185475,0.0101858,1.44477
1590673361.827101673,-0.189886,0.0135657,1.44653
1590673361.859496886,-0.193998,0.0167805,1.44816
1590673361.892029742,-0.198438,0.0203258,1.44991
1590673361.924543026,-0.202571,0.0237002,1.45155
1590673361.956464541,-0.206721,0.0271521,1.45319
1590673361.991381727,-0.211207,0.0309522,1.45497
1590673362.022967243,-0.215389,0.0345549,1.45662
1590673362.057598148,-0.219602,0.0382175,1.45826
1590673362.091981130,-0.224163,0.0422467,1.46003
1590673362.137887731,-0.230365,0.0478614,1.46244
1590673362.171804851,-0.234606,0.051801,1.46409
1590673362.205265489,-0.238858,0.0558271,1.46575
1590673362.239768420,-0.243457,0.0602495,1.46754
1590673362.273932123,-0.247739,0.0644371,1.46921
1590673362.306479884,-0.25205,0.0687209,1.47089
1590673362.338803197,-0.256687,0.073429,1.4727
1590673362.373287755,-0.261008,0.0778899,1.4744
1590673362.404709967,-0.265333,0.0824334,1.4761
1590673362.436991585,-0.269657,0.0870595,1.47779
1590673362.472681956,-0.274312,0.0921387,1.47963
1590673362.505701771,-0.278642,0.0969417,1.48133
1590673362.537980208,-0.282975,0.101841,1.48305
1590673362.573024871,-0.28764,0.107221,1.4849
1590673362.606023936,-0.291959,0.112316,1.48663
1590673362.640295713,-0.296269,0.117505,1.48836
1590673362.673871798,-0.300922,0.123184,1.49021
1590673362.704419447,-0.305237,0.128549,1.49192
1590673362.739013011,-0.309539,0.134004,1.49363
1590673362.772816722,-0.313821,0.13955,1.49534
1590673362.805568677,-0.318417,0.145635,1.4972
1590673362.839349702,-0.322665,0.151375,1.49894
1590673362.873544860,-0.326902,0.157197,1.50068
1590673362.905282070,-0.331449,0.163566,1.50255
1590673362.939035018,-0.335654,0.169578,1.50427
1590673362.970537007,-0.339828,0.175694,1.50601
1590673363.005004561,-0.343982,0.181911,1.50775
1590673363.038344224,-0.348427,0.188722,1.50965
1590673363.071287847,-0.352525,0.195151,1.51142
1590673363.105281791,-0.356597,0.201687,1.51319
1590673363.137880755,-0.360952,0.208849,1.51512
1590673363.170292283,-0.364957,0.215602,1.51692
1590673363.204182111,-0.368924,0.222453,1.51873
1590673363.237303427,-0.373163,0.229945,1.52068
1590673363.272617629,-0.377072,0.237003,1.5225
1590673363.305031070,-0.380942,0.244165,1.5243
1590673363.338460244,-0.384776,0.251435,1.52611
1590673363.370521616,-0.388855,0.259369,1.52807
1590673363.404909803,-0.392612,0.266864,1.52991
1590673363.438616504,-0.396325,0.274466,1.53176
1590673363.471540187,-0.4,0.282184,1.53362
1590673363.503815654,-0.403908,0.290613,1.53563
1590673363.537207553,-0.407496,0.298549,1.53749
1590673363.570015064,-0.411042,0.306588,1.53934
1590673363.602827500,-0.414827,0.315361,1.54135
1590673363.636711788,-0.418293,0.32363,1.54323
1590673363.670565188,-0.421701,0.332017,1.54512
1590673363.703243706,-0.425309,0.341178,1.54717
1590673363.737652147,-0.428605,0.349811,1.54907
1590673363.771244964,-0.43186,0.358565,1.55096
1590673363.802987097,-0.435317,0.368124,1.553
1590673363.837018746,-0.438477,0.377122,1.5549
1590673363.869114916,-0.441582,0.386235,1.5568
1590673363.903963243,-0.444625,0.395477,1.55869
1590673363.936422452,-0.447838,0.405558,1.56072
1590673363.970200872,-0.450761,0.415034,1.56261
1590673364.003827571,-0.453621,0.424629,1.56451
1590673364.037658275,-0.456628,0.435094,1.56655
1590673364.069242816,-0.459344,0.444944,1.56845
1590673364.103318911,-0.461988,0.454918,1.57034
1590673364.136136847,-0.464559,0.465019,1.57222
1590673364.168841825,-0.467262,0.476034,1.57425
1590673364.202022496,-0.469708,0.486391,1.57613
1590673364.237062927,-0.472259,0.49769,1.57815
1590673364.269998791,-0.474541,0.508314,1.58002
1590673364.303924700,-0.476903,0.519896,1.58203
1590673364.335542035,-0.478847,0.529952,1.58377
1590673364.368998112,-0.480874,0.540963,1.58564
1590673364.403194637,-0.482972,0.55296,1.58766
1590673364.436185310,-0.484839,0.564243,1.58952
1590673364.468512991,-0.486626,0.575654,1.59136
1590673364.502394950,-0.48846,0.588092,1.59336
1590673364.535626585,-0.490088,0.599778,1.5952
1590673364.568541459,-0.491633,0.611603,1.59704
1590673364.602680596,-0.493196,0.624495,1.59902
1590673364.635529721,-0.494548,0.636604,1.60084
1590673364.668993463,-0.495811,0.648851,1.60267
1590673364.702779068,-0.497065,0.662191,1.60463
1590673364.735342971,-0.498134,0.674727,1.60647
1590673364.770773660,-0.499115,0.687394,1.6083
1590673364.804085175,-0.500071,0.701182,1.61025
1590673364.839272966,-0.500861,0.714133,1.61206
1590673364.869628611,-0.501559,0.727235,1.61387
1590673364.902061174,-0.502163,0.740491,1.6157
1590673364.942600282,-0.50274,0.755971,1.61781
1590673364.968957031,-0.503104,0.768498,1.6195
1590673365.002006402,-0.503403,0.782208,1.62134
1590673365.034069185,-0.503609,0.796062,1.62319
1590673365.068945684,-0.503712,0.811137,1.62518
1590673365.102072828,-0.5037,0.825287,1.62703
1590673365.134623403,-0.50359,0.839587,1.62888
1590673365.168180685,-0.503353,0.85516,1.63085
1590673365.202110354,-0.503027,0.869771,1.6327
1590673365.235868491,-0.502602,0.884521,1.63455
1590673365.270930926,-0.502006,0.900569,1.63656
1590673365.301954270,-0.501327,0.915633,1.63843

1590673421.997716215,-0.00994166,-0.0694644,1.34243
1590673422.029187322,-0.0106467,-0.0692848,1.34265
1590673422.062795635,-0.0115362,-0.0690608,1.34292
1590673422.110276565,-0.0129746,-0.0686997,1.34334
1590673422.144088500,-0.0140856,-0.0683967,1.34368
1590673422.176974273,-0.0152981,-0.0680489,1.34403
1590673422.210456559,-0.0167171,-0.0676389,1.34442
1590673422.242816306,-0.0181359,-0.0672191,1.34478
1590673422.276097248,-0.0196661,-0.0667683,1.34514
1590673422.310001483,-0.0214227,-0.0662429,1.34552
1590673422.343666918,-0.0231593,-0.0657067,1.34589
1590673422.376648128,-0.0250054,-0.0651318,1.34626
1590673422.410321388,-0.0269523,-0.0645141,1.34664
1590673422.442986653,-0.0291706,-0.0637969,1.34707
1590673422.476011533,-0.0313379,-0.0630882,1.3475
1590673422.510469136,-0.0336022,-0.0623387,1.34793
1590673422.543113809,-0.0361432,-0.0614912,1.34839
1590673422.576511118,-0.0385949,-0.0606574,1.34883
1590673422.611612147,-0.0413397,-0.0597163,1.3493
1590673422.643903143,-0.0440028,-0.0588127,1.34972
1590673422.676242996,-0.0467839,-0.0578764,1.35016
1590673422.710846484,-0.0496818,-0.0569139,1.35062
1590673422.743747211,-0.0526791,-0.0559098,1.35109
1590673422.778680085,-0.0560047,-0.0547705,1.35162
1590673422.812584094,-0.0591959,-0.0536649,1.35212
1590673422.844464207,-0.0624788,-0.0525088,1.35265
1590673422.877209449,-0.0658424,-0.0513134,1.35317
1590673422.910738313,-0.0695535,-0.0499729,1.35373
1590673422.943897983,-0.0731018,-0.0486886,1.35424
1590673422.976758637,-0.0770392,-0.0472748,1.35479
1590673423.010791131,-0.0808017,-0.0459209,1.35531
1590673423.044735222,-0.0846732,-0.044524,1.35584
1590673423.077373688,-0.0889552,-0.0429704,1.35642
1590673423.110558238,-0.0930406,-0.0414812,1.35697
1590673423.143678776,-0.0972177,-0.0399475,1.35753
1590673423.176231598,-0.101481,-0.0383575,1.35809
1590673423.210391358,-0.106178,-0.0365937,1.35869
1590673423.243710702,-0.11062,-0.0349002,1.35926
1590673423.276844702,-0.115158,-0.0331727,1.35984
1590673423.310518453,-0.119787,-0.0314044,1.36041
1590673423.343620121,-0.124877,-0.0294506,1.36106
1590673423.375544397,-0.129718,-0.0276077,1.36168
1590673423.410607693,-0.134668,-0.0257299,1.36233
1590673423.443722392,-0.140124,-0.023658,1.36303
1590673423.477156545,-0.145287,-0.0216789,1.3637
1590673423.511323466,-0.150533,-0.0196408,1.36438
1590673423.544520595,-0.156284,-0.0173948,1.36511
1590673423.576452551,-0.161711,-0.0152713,1.36578
1590673423.609272079,-0.167229,-0.0131052,1.36645
1590673423.644017924,-0.173283,-0.0107247,1.3672
1590673423.676283057,-0.179017,-0.00846518,1.36791
1590673423.709918408,-0.184869,-0.00616556,1.36863
1590673423.743326775,-0.19083,-0.00383099,1.36936
1590673423.776079068,-0.197354,-0.00126892,1.37015
1590673423.809794142,-0.203488,0.00117141,1.37088
1590673423.843352843,-0.209699,0.00366177,1.37161
1590673423.876727895,-0.215996,0.00619882,1.37234
